review,rating,date,bank,source,cleaned_text,textblob_sentiment,vader_sentiment,transformer_sentiment,transformer_score
to other bank is bad,1,2025-04-25,CBE,Google Play,bank bad,negative,negative,NEGATIVE,0.9997609257698059
tank's,5,2025-04-25,CBE,Google Play,tank,neutral,neutral,NEGATIVE,0.9976772665977478
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,good add feature like bank statement showing,positive,positive,POSITIVE,0.9995161294937134
it is so nice,5,2025-04-24,CBE,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
good,5,2025-04-21,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Very Good👍,5,2025-04-21,CBE,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,first frequent experience cbe app failure suspending payment air day zero explanation deducting sender account without depositing receiver act another fatal error banking company whole app though corporation without consent corresponding corporation,positive,negative,NEGATIVE,0.9965302348136902
"wow, amazing app",5,2025-04-21,CBE,Google Play,wow amazing app,positive,positive,POSITIVE,0.9998513460159302
use ful,5,2025-04-21,CBE,Google Play,use ful,neutral,neutral,NEGATIVE,0.9949980974197388
Great app,5,2025-04-21,CBE,Google Play,great app,positive,positive,POSITIVE,0.999821126461029
well app,5,2025-04-20,CBE,Google Play,well app,neutral,positive,POSITIVE,0.9993765950202942
Actually it is inactive,4,2025-04-19,CBE,Google Play,actually inactive,neutral,neutral,NEGATIVE,0.9996507167816162
good,4,2025-04-19,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
ok,2,2025-04-19,CBE,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
best app,5,2025-04-19,CBE,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
amazing,1,2025-04-19,CBE,Google Play,amazing,positive,positive,POSITIVE,0.999875545501709
good,5,2025-04-19,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
I like,5,2025-04-19,CBE,Google Play,like,neutral,positive,POSITIVE,0.9910564422607422
"slow, only one account is used",2,2025-04-19,CBE,Google Play,slow one account used,negative,neutral,NEGATIVE,0.9996602535247803
ok,5,2025-04-19,CBE,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,always cbe leading commercial,neutral,neutral,POSITIVE,0.9988877177238464
i like it,5,2025-04-18,CBE,Google Play,like,neutral,positive,POSITIVE,0.9910564422607422
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,removing screenshot feature,neutral,neutral,NEGATIVE,0.9964273571968079
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,nice apps network good connection,positive,positive,POSITIVE,0.9998291730880737
Thank you!!!,5,2025-04-18,CBE,Google Play,thank,neutral,positive,POSITIVE,0.9998283386230469
i can't take screenshot,1,2025-04-18,CBE,Google Play,ca take screenshot,neutral,neutral,POSITIVE,0.9668144583702087
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,every update made system better better march 19th 2025 update allowing u screenshot guy understand much really quick significant thing add extra step u make process draw back,positive,positive,NEGATIVE,0.9227717518806458
perfectly special,5,2025-04-18,CBE,Google Play,perfectly special,positive,positive,POSITIVE,0.999879002571106
Fast and Reliable,5,2025-04-18,CBE,Google Play,fast reliable,positive,neutral,POSITIVE,0.9998382329940796
good,5,2025-04-17,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,best application ever seen ethiopia banking industry,positive,positive,POSITIVE,0.9993252754211426
great app!!!,5,2025-04-17,CBE,Google Play,great app,positive,positive,POSITIVE,0.999821126461029
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,sometimes working load much,positive,neutral,NEGATIVE,0.9713041186332703
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,absolutely best app work flawlessly anytime anywhere,positive,positive,POSITIVE,0.9998094439506531
ok,3,2025-04-16,CBE,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
very nice app ever!!!,5,2025-04-16,CBE,Google Play,nice app ever,positive,positive,POSITIVE,0.9998384714126587
the best app,5,2025-04-16,CBE,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,biometric security mobile banking available,positive,positive,POSITIVE,0.9248898029327393
great,5,2025-04-15,CBE,Google Play,great,positive,positive,POSITIVE,0.9998630285263062
Nice service,5,2025-04-15,CBE,Google Play,nice service,positive,positive,POSITIVE,0.9998397827148438
great app,5,2025-04-15,CBE,Google Play,great app,positive,positive,POSITIVE,0.999821126461029
it's special apps,5,2025-04-15,CBE,Google Play,special apps,positive,positive,POSITIVE,0.997664213180542
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,updated version app take time download receipt,neutral,neutral,POSITIVE,0.5578069686889648
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው,neutral,neutral,NEGATIVE,0.8832130432128906
Good 🔥,5,2025-04-14,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,interesting app using every day fantastic,positive,positive,POSITIVE,0.9998313188552856
lebaa bank,5,2025-04-14,CBE,Google Play,lebaa bank,neutral,neutral,NEGATIVE,0.9437296390533447
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,ca bank interoperable qr code,neutral,neutral,NEGATIVE,0.9838407635688782
OK,5,2025-04-13,CBE,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
grateful app,5,2025-04-13,CBE,Google Play,grateful app,neutral,positive,POSITIVE,0.9998038411140442
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,100,neutral,neutral,POSITIVE,0.9976649284362793
everthing wellbeok,3,2025-04-13,CBE,Google Play,everthing wellbeok,neutral,neutral,NEGATIVE,0.7055754661560059
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,mobile banking app fast issue encountered ca access bank statement within app kindly request feature added similar offered private bank mobile banking apps,positive,positive,NEGATIVE,0.9769997596740723
nice app 👌,5,2025-04-12,CBE,Google Play,nice app,positive,positive,POSITIVE,0.9998061060905457
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,app screenshot,neutral,neutral,POSITIVE,0.9535914659500122
it so good app,5,2025-04-12,CBE,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
the best app,3,2025-04-12,CBE,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
جميل,5,2025-04-11,CBE,Google Play,جميل,neutral,neutral,POSITIVE,0.9271727204322815
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,less network specially make fee utility purpose,positive,neutral,NEGATIVE,0.9902448654174805
nice,5,2025-04-11,CBE,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
simply for used,4,2025-04-11,CBE,Google Play,simply used,neutral,neutral,POSITIVE,0.9404973387718201
wow keep up,5,2025-04-10,CBE,Google Play,wow keep,positive,positive,POSITIVE,0.9997326731681824
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,great app updating ca take screen shot please try fix,positive,positive,POSITIVE,0.9972735047340393
good one,5,2025-04-10,CBE,Google Play,good one,positive,positive,POSITIVE,0.9998288154602051
best app.,5,2025-04-10,CBE,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,everything easy thank cebe,positive,positive,POSITIVE,0.9998242259025574
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,ፈጣን ቀልጣፋ,neutral,neutral,NEGATIVE,0.7850592732429504
good,5,2025-04-10,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
ok,5,2025-04-10,CBE,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
ጎበዝ,5,2025-04-09,CBE,Google Play,ጎበዝ,neutral,neutral,NEGATIVE,0.6970565915107727
good app,5,2025-04-09,CBE,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
but this app says can't sync,5,2025-04-09,CBE,Google Play,app say ca sync,neutral,neutral,NEGATIVE,0.9373792409896851
waw,5,2025-04-09,CBE,Google Play,waw,neutral,neutral,NEGATIVE,0.7346174716949463
to slow,3,2025-04-09,CBE,Google Play,slow,negative,neutral,NEGATIVE,0.9997313618659973
work on screen shot system,4,2025-04-08,CBE,Google Play,work screen shot system,neutral,neutral,NEGATIVE,0.6322070956230164
very very nice aplication,1,2025-04-08,CBE,Google Play,nice aplication,positive,positive,POSITIVE,0.9995850920677185
Good,5,2025-04-08,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,wonder full easy use,positive,positive,POSITIVE,0.9983953833580017
easy and reliable,2,2025-04-08,CBE,Google Play,easy reliable,positive,positive,POSITIVE,0.9998021721839905
good,5,2025-04-08,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,useful app,positive,positive,POSITIVE,0.9991915822029114
very good,5,2025-04-07,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
perfect app,5,2025-04-07,CBE,Google Play,perfect app,positive,positive,POSITIVE,0.9998340606689453
I like it.,5,2025-04-07,CBE,Google Play,like,neutral,positive,POSITIVE,0.9910564422607422
bugs,3,2025-04-07,CBE,Google Play,bug,neutral,neutral,NEGATIVE,0.9996434450149536
commerial Bank,5,2025-04-06,CBE,Google Play,commerial bank,neutral,neutral,NEGATIVE,0.681026041507721
Genat biru,2,2025-04-06,CBE,Google Play,genat biru,neutral,neutral,NEGATIVE,0.966159999370575
🙏,5,2025-04-06,CBE,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,good allow screen shot,positive,positive,POSITIVE,0.9998487234115601
the best one,5,2025-04-06,CBE,Google Play,best one,positive,positive,POSITIVE,0.999826967716217
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,need copy many thing bank apps like amole dashen,positive,positive,NEGATIVE,0.9868232011795044
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,bring back screenshot feature,neutral,neutral,POSITIVE,0.9967185854911804
Good!👍,3,2025-04-05,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,best app experience smooth transaction among customer,positive,positive,POSITIVE,0.9990830421447754
good,5,2025-04-05,CBE,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,nice app suitable use weak side need data connection hoping fixed offline gave 4 rate,positive,positive,NEGATIVE,0.9023369550704956
easy to use,5,2025-04-05,CBE,Google Play,easy use,positive,positive,POSITIVE,0.9884273409843445
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,good job cbe team mobile app designed way simple intuitive navigate great everyone effectively handle essential banking task need perform regularly practical reliable tool make everyday banking much convenient thank useful application,positive,positive,POSITIVE,0.9968330264091492
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,neutral,neutral,NEGATIVE,0.8819233775138855
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,smooth good time new update 2025 make screenshot recite even downlod button delayed putting recite gallery simple proof please fix unable show proof payment client thankyou,positive,positive,POSITIVE,0.980632483959198
